token_address,chain,token_name,howmany_suspicious_urls,howmany_suspicious_addresses,howmany_warnings
0x374c5fb7979d5fdbaad2d95409e235e5cbdfd43c,bsc,MiL.k,6,0,0
0x378e1be15be6d6d1f23cfe7090b6a77660dbf14d,eth,Foxe,2,0,0
0x381491960c37b65862819ced0e35385f04b2c78b,eth,ハチ公,3,0,0
0x384efd1e8b05c23dc392a40cb4e515e2229a5243,eth,Healix AI,3,0,0
0x3850952491606a0e420eb929b1a2e1a450d013f1,eth,PanoVerse,6,0,0
0x38d64ce1bdf1a9f24e0ec469c9cade61236fb4a0,eth,Vector ETH,8,0,0
0x38e68a37e401f7271568cecaac63c6b1e19130b4,eth,Banana,1,0,0
0x391cf4b21f557c935c7f670218ef42c21bd8d686,eth,Morphware,0,0,0
0x39795344cbcc76cc3fb94b9d1b15c23c2070c66d,eth,Seigniorage Shares,3,0,0
0x397deb686c72384fad502a81f4d7fdb89e1f1280,eth,Xels Token,12,0,0
0x39fbbabf11738317a448031930706cd3e612e1b9,eth,Wrapped XRP,0,0,0
0x3aa6b9a5306d1cd48b0466cfb130b08a70257e12,bsc,GORILLA FINANCE,0,0,0
0x3ad9594151886ce8538c1ff615efa2385a8c3a88,bsc,SafeMars,7,0,0
0x3b0e967ce7712ec68131a809db4f78ce9490e779,bsc,Souni Token,2,0,0
0x3b198e26e473b8fab2085b37978e36c9de5d7f68,bsc,ChronoTech Token,7,0,0
0x3bb1be077f3f96722ae92ec985ab37fd0a0c4c51,eth,Marv,2,0,0
0x3be7bf1a5f23bd8336787d0289b70602f1940875,eth,VIDT DAO,0,0,0
0x3c45a24d36ab6fc1925533c1f57bc7e1b6fba8a4,bsc,OptionRoom Token,0,0,0
0x3c6dad0475d3a1696b359dc04c99fd401be134da,bsc,SAITO,4,0,0
0x3c8d2fce49906e11e71cb16fa0ffeb2b16c29638,eth,Nifty League,13,0,0
0x3cb20d96e866d128bc469a6e66505d46d7f9baba,bsc,BIB,6,0,0
0x3cb48aeb3d1abadc23d2d8a6894b3a68338381c2,eth,PaladinAI,4,0,0
0x3da932456d082cba208feb0b096d49b202bf89c8,bsc,dego.finance,9,0,0
0x3e2242cb2fc1465822a0bb81ca2fe1f633a45757,bsc,Forky,2,0,0
0x3e43efbfa058d351a926fc611e997f2338adc2a4,eth,ORIGENT AI,4,0,0
0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,bsc,Cardano Token,3,0,0
0x3ef144cb45c8a390eb207a6aa9bfcf3da639cb5c,bsc,MAGA Coin,7,0,0
0x3f56e0c36d275367b8c502090edf38289b3dea0d,bsc,Mai Stablecoin,5,0,0
0x3fcca8648651e5b974dd6d3e50f61567779772a8,bsc,Moonpot,4,0,0
0x3fefe29da25bea166fb5f6ade7b5976d2b0e586b,bsc,Roam Token,23,0,0
0x3ffeea07a27fab7ad1df5297fa75e77a43cb5790,eth,PeiPei,6,0,0
0x4027d91ecd3140e53ae743d657549adfeebb27ab,bsc,Chain of Legends Token,10,0,0
0x404d3295c8b1c61662068db584125a7ebcc0d651,eth,Mambo,2,0,0
0x40c8225329bd3e28a043b029e0d07a5344d2c27c,bsc,AgeOfGods,3,0,0
0x40e5a14e1d151f34fea6b8e6197c338e737f9bf2,eth,Valinity,14,0,0
0x40f85d6040df96ea14cd41142bcd244e14cf76f6,bsc,USD Coin Bridged ZED20,4,0,0
0x41065e3428188ba6eb27fbdde8526ae3af8e3830,bsc,Swash Token,19,0,0
0x410a56541bd912f9b60943fcb344f1e3d6f09567,bsc,Minto Bitcoin Hashrate Token,5,0,0
0x4168bbc34baea34e55721809911bca5baaef6ba6,eth,CEREAL,2,0,0
0x4197c6ef3879a08cd51e5560da5064b773aa1d29,bsc,ACryptoS,4,0,0
0x419905009e4656fdc02418c7df35b1e61ed5f726,eth,Resupply,10,0,0
0x42069f39c71816cea208451598425b492dd2b380,eth,Goompy,3,0,0
0x420b879b0d18cc182e7e82ad16a13877c3a88420,eth,Big Bud,3,0,0
0x422e3af98bc1de5a1838be31a56f75db4ad43730,bsc,CoinWind Token,3,0,0
0x426c72701833fddbdfc06c944737c6031645c708,bsc,DEFINA TOKEN,21,0,0
0x42f6f551ae042cbe50c739158b4f0cac0edb9096,bsc,Nerve,13,0,0
0x4338665cbb7b2485a8855a139b75d5e34ab0db94,bsc,Litecoin Token,3,0,0
0x4341bb2200176f89eb90eac4fd6cfe958e206005,bsc,EAFIN Token,3,0,0
0x4374f26f0148a6331905edf4cd33b89d8eed78d1,bsc,Yoshi.exchange,11,0,0
0x43b35e89d15b91162dea1c51133c4c93bdd1c4af,bsc,Sakai Vault,8,0,0
0x43f5b29d63cedc5a7c1724dbb1d698fde05ada21,bsc,Fodl,4,0,0
0x44108f0223a3c3028f5fe7aec7f9bb2e66bef82f,eth,Across Protocol Token,2,0,0
0x4437743ac02957068995c48e08465e0ee1769fbe,bsc,Fortress,0,0,0
0x445bd590a01fe6709d4f13a8f579c1e4846921db,eth,DUMMY,2,0,0
0x44754455564474a89358b2c2265883df993b12f0,bsc,ZeroSwapToken,4,0,0
0x44ec807ce2f4a6f2737a92e985f318d035883e47,bsc,Hashflow,2,0,0
0x44f161ae29361e332dea039dfa2f404e0bc5b5cc,bsc,Humanity,9,0,0
0x450e7f6e3a2f247a51b98c39297a9a5bfbdb3170,eth,ElonGoat,3,0,0
0x4550003152f12014558e5ce025707e4dd841100f,eth,Kaizen.Finance,9,0,0
0x45808ce43eb2d7685ff0242631f0feb6f3d8701a,bsc,EKTA v2,8,0,0
0x46305b2ebcd92809d5fcef577c20c28a185af03c,eth,Shadowladys DN404,11,0,0
0x464ebe77c293e473b48cfe96ddcf88fcf7bfdac0,eth,Kryll,6,0,0
0x4691937a7508860f876c9c0a2a617e7d9e945d4b,bsc,Wootrade Network,0,0,0
0x46d502fac9aea7c5bc7b13c8ec9d02378c33d36f,bsc,WolfSafePoorPeople,0,0,0
0x46fdcddfad7c72a621e8298d231033cc00e067c6,eth,Department Of Government Efficiency,3,0,0
0x473037de59cf9484632f4a27b509cfe8d4a31404,eth,GreenSatoshiToken,2,0,0
0x473f4068073cd5b2ab0e4cc8e146f9edc6fb52cc,eth,Nutcoin,3,0,0
0x474021845c4643113458ea4414bdb7fb74a01a77,bsc,UnoRe,4,0,0
0x475bfaa1848591ae0e6ab69600f48d828f61a80e,bsc,Everdome,3,0,0
0x477bc8d23c634c154061869478bce96be6045d12,bsc,SeedifyFund,0,0,0
0x478156deabfac918369044d52a6bdb5cc5597994,eth,Schrodinger,0,0,0
0x47bead2563dcbf3bf2c9407fea4dc236faba485a,bsc,Swipe,4,0,0
0x47c454ca6be2f6def6f32b638c80f91c9c3c5949,bsc,Games For A Living,2,0,0
0x4803ac6b79f9582f69c4fa23c72cb76dd1e46d8d,bsc,TopManager Token,12,0,0
0x4823a096382f4fa583b55d563afb9f9a58c72fc0,bsc,Arabic,12,0,0
0x482e6bd0a178f985818c5dfb9ac77918e8412fba,bsc,Colizeum,20,0,0
0x489580eb70a50515296ef31e8179ff3e77e24965,bsc,DappRadar,4,0,0
0x48c276e8d03813224bb1e55f953adb6d02fd3e02,eth,Kuma Inu,6,0,0
0x48d41fc014865c32be82c50ee647b6a4bfab38a8,eth,Kumaneene,4,0,0
0x48f9e38f3070ad8945dfeae3fa70987722e3d89c,eth,infiniFi USD,32,0,0
0x4947b72fed037ade3365da050a9be5c063e605a7,eth,Peanut,4,0,0
0x4a220e6096b25eadb88358cb44068a3248254675,eth,Quant,4,0,0
0x4a467232abe1472f9abeb49dcd2b34590222cae9,eth,Grid Protocol,3,0,0
0x4ad434b8cdc3aa5ac97932d6bd18b5d313ab0f6f,eth,EverMoon,3,0,0
0x4ae149fd6059af772b962efac6bf0236872d6940,eth,Lemmy The Bat,5,0,0
0x4b7ffcb2b92fb4890f22f62a52fb7a180eab818e,eth,DIVA Token,2,0,0
0x4ba0057f784858a48fe351445c672ff2a3d43515,bsc,Kalmar Token,4,0,0
0x4bd17003473389a42daf6a0a729f6fdb328bbbd7,bsc,VAI Stablecoin,2,0,0
0x4c769928971548eb71a3392eaf66bedc8bef4b80,bsc,HarryPotterObamaSonic10Inu,7,0,0
0x4c882ec256823ee773b25b414d36f92ef58a7c0c,bsc,pStake Finance,30,0,0
0x4cd0c43b0d53bc318cc5342b77eb6f124e47f526,eth,Ross Ulbricht Genesis Collection,0,0,0
0x4db5a66e937a9f4473fa95b1caf1d1e1d62e29ea,bsc,Wrapped Ether,5,0,0
0x4dfae3690b93c47470b03036a17b23c1be05127c,eth,Pepe,10,0,0
0x4e15361fd6b4bb609fa63c81a2be19d873717870,eth,Fantom Token,1,0,0
0x4e4990e997e1df3f6b39ff49384e2e7e99bc55fe,eth,Saudi Bonk,3,0,0
0x4e93bfcd6378e564c454bf99e130ae10a1c7b2dd,bsc,AIRBTC,0,0,0
0x4e9fcd48af4738e3bf1382009dc1e93ebfce698f,eth,TAO Inu,12,0,0
0x4ea98c1999575aaadfb38237dd015c5e773f75a2,bsc,MAGA,5,0,0
0x4f311c430540db1d64e635eb55f969f1660b2016,eth,Pepechain Token,5,0,0
0x4f7ea8f6487a7007ca054f35c4a7b961f5b18961,bsc,GoldenCat,0,0,0
0x4fe83213d56308330ec302a8bd641f1d0113a4cc,eth,NuCypher,5,0,0
0x4ff1f7ee6516dd1d14db83c2cbce06b69ad14444,bsc,Memecoin1,2,0,0
0x5027fc44a7ba114b8f494b1e4970900c6652fedf,eth,Arcana Network,3,0,0
0x502a641decfe32b1e3d030e05effb8ae5146e64b,bsc,rsPALM,4,0,0
0x50327c6c5a14dcade707abad2e27eb517df87ab5,eth,TRON,11,0,0
0x509a38b7a1cc0dcd83aa9d06214663d9ec7c7f4a,eth,BlocksquareToken,0,0,0
0x50d5118fb90d572b9d42ba65e0addc4900867809,eth,Osean,9,0,0
0x518445f0db93863e5e93a7f70617c05afa8048f1,bsc,BITTOKEN,4,0,0
0x522ec96bced6dc26325120edf3931d34e417a620,eth,Market Stalker,5,0,0
0x525536d71848f21b66da0d239546c50ee4c1a358,eth,Crypto Task Force,2,0,0
0x52662717e448be36cb54588499d5a8328bd95292,eth,TENSHI v2,6,0,0
0x52c7aa73dc430dab948eee73ea253383fd223420,eth,Big Back Bitcoin,8,0,0
0x53206bf5b6b8872c1bb0b3c533e06fde2f7e22e4,eth,Blepe,5,0,0
0x5362ca75aa3c0e714bc628296640c43dc5cb9ed6,eth,Dejitaru Hoshi,1,0,0
0x537be31d47fbb697b36a098932cfc1343ac5f538,bsc,Baby Rudi,2,0,0
0x5392ff4a9bd006dc272c1855af6640e17cc5ec0b,bsc,SafeX,4,0,0
0x53be7be0ce7f92bcbd2138305735160fb799be4f,eth,neutaro,2,0,0
0x54991328ab43c7d5d31c19d1b9fa048e77b5cd16,eth,Soil,6,0,0
0x551897f8203bd131b350601d3ac0679ba0fc0136,bsc,NFPrompt AI Token,22,0,0
0x551faab1027cc50efaea5bed092e330475c3cd99,bsc,MonbaseCoin,4,0,0
0x5582a479f0c403e207d2578963ccef5d03ba636f,eth,Salad,2,0,0
0x55ad16bd573b3365f43a9daeb0cc66a73821b4a5,bsc,OKZOO,2,0,0
0x5651fa7a726b9ec0cad00ee140179912b6e73599,bsc,OORT,9,0,0
0x57b96d4af698605563a4653d882635da59bf11af,eth,RCH Token,18,0,0
0x5845684b49aef79a5c0f887f50401c247dca7ac6,bsc,Cycle Network Token,26,0,0
0x584bc13c7d411c00c01a62e8019472de68768430,eth,Hegic,13,0,0
0x58d97b57bb95320f9a05dc918aef65434969c2b2,eth,Morpho Token,7,0,0
0x590830dfdf9a3f68afcdde2694773debdf267774,eth,Giza,24,0,0
0x59f4f336bf3d0c49dbfba4a74ebd2a6ace40539a,bsc,Catcoin,1,0,0
0x5a666c7d92e5fa7edcb6390e4efd6d0cdd69cf37,eth,UnmarshalToken,11,0,0
0x5b1d655c93185b06b00f7925791106132cb3ad75,eth,DarkMatter,2,0,0
0x5b6ebb33eea2d12eefd4a9b2aeaf733231169684,bsc,Weld.Money,1,0,0
0x5b7533812759b45c2b44c19e320ba2cd2681b542,eth,SingularityNET Token,10,0,0
0x5bb29c33c4a3c29f56f8aca40b4db91d8a5fe2c5,eth,ONS,8,0,0
0x5bdc32663ec75e85ff4abc2cae7ae8b606a2cfca,eth,Cookies Protocol,6,0,0
0x5caf454ba92e6f2c929df14667ee360ed9fd5b26,eth,Dev,4,0,0
0x5cb3ce6d081fb00d5f6677d196f2d70010ea3f4a,eth,Busy,6,0,0
0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,eth,Compound Dai,1,0,0
0x5d60d8d7ef6d37e16ebabc324de3be57f135e0bc,eth,MyBit,2,0,0
0x5de597849cf72c72f073e9085bdd0dadd8e6c199,eth,FBX Token,6,0,0
0x5de869e3e62b0fb2c15573246ba3bb3fd97a2275,eth,Sheboshis,9,0,0
0x5e29cf3e3fed4df50acab95f8268e9ee26ea36f2,eth,Dacxi Coin,22,0,0
0x5e362eb2c0706bd1d134689ec75176018385430b,eth,Decentralized Validator Token,9,0,0
0x5e57f24415f37c7d304e85df9b4c36bc08789794,bsc,Barter BEP20,3,0,0
0x5f113f7ef20ff111fd130e83d8e97fd1e0e2518f,bsc,AiMalls,8,0,0
0x5f18ea482ad5cc6bc65803817c99f477043dce85,eth,Agility,2,0,0
0x5f320c3b8f82acfe8f2bb1c85d63aa66a7ff524f,bsc,Nelore Coin,0,0,0
0x5f39dd1bb6db20f3e792c4489f514794cac6392c,bsc,PlayNity token,5,0,0
0x5fc111f3fa4c6b32eaf65659cfebdeed57234069,eth,0xGasless,16,0,0
0x6006fc2a849fedaba8330ce36f5133de01f96189,eth,SHAKE token by SpaceSwap v2,4,0,0
0x6067490d05f3cf2fdffc0e353b1f5fd6e5ccdf70,bsc,MMPRO Token,5,0,0
0x6069c9223e8a5da1ec49ac5525d4bb757af72cd8,eth,MuskGold,4,0,0
0x60e254e35dd712394b3aba7a1d19114732e143dd,eth,RivusDAO,3,0,0
0x61ec85ab89377db65762e234c946b5c25a56e99e,bsc,HTX,11,0,0
0x62959c699a52ec647622c91e79ce73344e4099f5,eth,DeFine Art,3,0,0
0x633237c6fa30fae46cc5bb22014da30e50a718cc,bsc,Defi Warrior Token,3,0,0
0x6368e1e18c4c419ddfc608a0bed1ccb87b9250fc,eth,Tap,6,0,0
0x64b78325d7495d6d4be92f234fa3f3b8d8964b8b,eth,SHOP,5,0,0
0x64cf1e2cab86694ac8b31653460faa47a68f59f0,bsc,GamesCoin,3,0,0
0x65278f702019078e9ab196c0da0a6ee55e7248b7,eth,Wrapped Dione,17,0,0
0x6587eff07d9ae00f05fae2a3a032b2c1a1dfce41,bsc,Freedogs,2,0,0
0x65b3f4a4694b125ada8f9ebc2b79d6c7d4015d1b,eth,Steam22,3,0,0
0x661013bb8d1c95d86d9c85f76e9004561f1bb36f,eth,DeFi-Robot,3,0,0
0x66207e39bb77e6b99aab56795c7c340c08520d83,bsc,Rupiah Token,3,0,0
0x666acd390fa42d5bf86e9c42dc2fa6f6b4b2d8ab,eth,Gorth,5,0,0
0x6685906b75c61c57772c335402f594f855c1b0e3,bsc,Wilder World,6,0,0
0x668c50b1c7f46effbe3f242687071d7908aab00a,eth,CoShi Inu,8,0,0
0x66d79b8f60ec93bfce0b56f5ac14a2714e509a99,eth,MAP Protocol,24,0,0
0x677ddbd918637e5f2c79e164d402454de7da8619,eth,VUSD,18,0,0
0x678e840c640f619e17848045d23072844224dd37,eth,Cratos,1,0,0
0x679d2c23497d4431311ac001618cd0b8789ac29c,bsc,LinkFi,3,0,0
0x68449870eea84453044bd430822827e21fd8f101,eth,ZAIBOT.io,6,0,0
0x68aae81b4241ffe03d3552d42a69940604fe28bf,eth,Muffin,1,0,0
0x68de53b47be0dc566bf4673c748d58bbbad3deb1,bsc,DogeGrow,6,0,0
0x690031313d70c2545357f4487c6a3f134c434507,eth,QQQ6900,3,0,0
0x6942040b6d25d6207e98f8e26c6101755d67ac89,eth,Mellow Man,3,0,0
0x69420cb71f5fa439a84545e79557977c0600c46e,eth,TrumpEffect69420,3,0,0
0x6985884c4392d348587b19cb9eaaf157f13271cd,bsc,LayerZero,11,0,0
0x69bb12b8ee418e4833b8debe4a2bb997ab9ce18e,eth,Mohameme Bit Salman,3,0,0
0x69cbaf6c147086c3c234385556f8a0c6488d3420,eth,69420,6,0,0
0x69df2aaea7a40dad19c74e65192df0d0f7f7912b,bsc,ALITA,1,0,0
0x6ad0b271f4b3d7651ae9947a18bae29ca20d83eb,bsc,NFTWorkx,3,0,0
0x6adb2e268de2aa1abf6578e4a8119b960e02928f,eth,ShibaDoge,10,0,0
0x6b85f1fe36af537ce5085ef441c92de09af74f0e,bsc,Robotic Doge,7,0,0
0x6c6ee5e31d828de241282b9606c8e98ea48526e2,eth,HoloToken,1,0,0
0x6ccc8db8e3fd5ffdd2e7b92bd92e8e27baf704a8,bsc,3TH,2,0,0
0x6d06426a477200c385843a9ac4d4fd55346f2b7b,eth,Ginnan Neko,4,0,0
0x6d57f5c286e04850c2c085350f2e60aaa7b7c15b,bsc,Grok Girl,0,0,0
0x6df0e641fc9847c0c6fde39be6253045440c14d3,eth,Dinero Governance Token,8,0,0
0x6e9730ecffbed43fd876a264c982e254ef05a0de,eth,Nord Token,15,0,0
0x6ec90334d89dbdc89e08a133271be3d104128edb,bsc,WIKI CAT,0,0,0
0x6ec9a568881755c9698384cc6b5b13bf4064e12b,bsc,Optimus X,0,0,0
0x6f2dec5da475333b0af4a3ffc9a33b0211a9a452,eth,CryptoTwitter,2,0,0
0x6f40d4a6237c257fff2db00fa0510deeecd303eb,eth,Fluid,0,0,0
0x6fd2854cd1b05b8eb5f6d25c714184a92fedaf4f,bsc,O-megax,2,0,0
0x6fd46112c8ec76e7940dbfdc150774ee6eff27b2,eth,Homestar Runner,4,0,0
0x70e36f6bf80a52b3b46b3af8e106cc0ed743e8e4,eth,Compound Collateral,1,0,0
0x716bb5e0839451068885250442a5b8377f582933,eth,Fofar,4,0,0
0x71ab77b7dbb4fa7e017bc15090b2163221420282,eth,Highstreet token,2,0,0
0x71fc1f555a39e0b698653ab0b475488ec3c34d57,eth,Rainmaker Games,2,0,0
0x71fc860f7d3a592a4a98740e39db31d25db65ae8,eth,Aave Interest bearing USDT,5,0,0
0x722294f6c97102fb0ddb5b907c8d16bdeab3f6d9,bsc,Doodles,7,0,0
0x72a76965eb8f606675f119dae89deda557fdbf01,bsc,eIQT Token,3,0,0
0x7316d973b0269863bbfed87302e11334e25ea565,eth,Ken,2,0,0
0x73374ea518de7addd4c2b624c0e8b113955ee041,eth,Juggernaut DeFi,3,0,0
0x73d7c860998ca3c01ce8c808f5577d94d545d1b4,eth,Ixs Token,4,0,0
0x740a5ac14d0096c81d331adc1611cf2fd28ae317,eth,Plebz,0,0,0
0x7434a5066dc317fa5b4d31aaded5088b9c54d667,eth,Cult,6,0,0
0x75231f58b43240c9718dd58b4967c5114342a86c,eth,OKB,1,0,0
0x75d86078625d1e2f612de2627d34c7bc411c18b8,eth,AGII,4,0,0
0x75e88b8c2d34a52a6d36deada664d7dc9116e4ef,eth,Zaros Finance,7,0,0
0x765f0c16d1ddc279295c1a7c24b0883f62d33f75,eth,DaTa eXchange Token,2,0,0
0x766d2fcece1e3eef32aae8711ab886ee95fd5b2a,eth,MAGA VP,1,0,0
0x76bc677d444f1e9d57daf5187ee2b7dc852745ae,eth,Offshift,10,0,0
0x77146784315ba81904d654466968e3a7c196d1f3,eth,Treehouse Token,7,0,0
0x777172d858dc1599914a1c4c6c9fc48c99a60990,eth,Solidly,0,0,0
0x782f97c02c6ace8a3677c4a4c495d048ad67dba2,eth,Social Lens AI,4,0,0
0x7849241ccff81511f26c2a86ef9d96624e948975,eth,ACORE AI Token,12,0,0
0x798bcb35d2d48c8ce7ef8171860b8d53a98b361d,eth,Meta Pool DAO Token,3,0,0
0x799a290f9cc4085a0ce5b42b5f2c30193a7a872b,bsc,Elderglade,3,0,0
0x799ebfabe77a6e34311eeee9825190b9ece32824,eth,BTRST,1,0,0
0x7a4effd87c2f3c55ca251080b1343b605f327e3a,eth,Restaking Vault ETH,9,0,0
0x7afd0d633e0a2b1db97506d97cadc880c894eca9,eth,MARUTARO,3,0,0
0x7b4bf9feccff207ef2cb7101ceb15b8516021acd,bsc,MilkyWay,9,0,0
0x7b665b2f633d9363b89a98b094b1f9e732bd8f86,bsc,Amazy Token,22,0,0
0x7b66e84be78772a3afaf5ba8c1993a1b5d05f9c2,eth,IP Tokens of IPNFT #28,12,0,0
0x7bc3485026ac48b6cf9baf0a377477fff5703af8,eth,Wrapped Aave Ethereum USDT,9,0,0
0x7c1156e515aa1a2e851674120074968c905aaf37,eth,Level USD,20,0,0
0x7c1941e49e388daf3d75ec2d187d49eca86392ea,bsc,LICKO,0,0,0
0x7c3b00cb3b40cc77d88329a58574e29cfa3cb9e2,bsc,MintStakeShare,24,0,0
0x7c84e62859d0715eb77d1b1c4154ecd6abb21bec,eth,Shping Coin,0,0,0
0x7db13e8b9eaa42fc948268b954dd4e6218cc4cb1,bsc,Fight Win Ai,1,0,0
0x7e4c9923fd8f18442532a737365c1bfb52579d2f,eth,ArcadiaOS,9,0,0
0x7eeab3de47a475fd2dec438aef05b128887c6105,eth,TROPPY,3,0,0
0x7f14ce2a5df31ad0d2bf658d3840b1f7559d3ee0,bsc,NFsTay.com,3,0,0
0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,eth,Wrapped liquid staked Ether 2.0,13,0,0
0x7f792db54b0e580cdc755178443f0430cf799aca,bsc,Volt Inu,3,0,0
0x80122c6a83c8202ea365233363d3f4837d13e888,eth,Messier,1,0,0
0x8074836637eb9cc73a01a65d5700907fc639c4e9,eth,DuelNow,9,0,0
0x807534b396919783b7e30383fe57d857bc084338,eth,Test,2,0,0
0x80795a7bb55f003b1572411a271e31f73e03dd73,eth,daumenfrosch,3,0,0
0x80810a9c31e7243a0bfb9919b0b4020378d1c134,eth,The Republican Party,3,0,0
0x808688c820ab080a6ff1019f03e5ec227d9b522b,eth,Bag,0,0,0
0x809b05ff167c7d70425951753bc0eb0fcc8e491f,eth,CallofMeme,1,0,0
0x80f0c1c49891dcfdd40b6e0f960f84e6042bcb6f,eth,DBXen Token,17,0,0
0x8143182a775c54578c8b7b3ef77982498866945d,eth,Wrapped QUIL,22,0,0
0x814a870726edb7dfc4798300ae1ce3e5da0ac467,eth,daCat,9,0,0
0x814e0908b12a99fecf5bc101bb5d0b8b5cdf7d26,eth,Measurable Data Token,1,0,0
0x817162975186d4d53dbf5a7377dd45376e2d2fc5,eth,Wrapped REACT,3,0,0
0x8182ac1c5512eb67756a89c40fadb2311757bd32,bsc,Nether,7,0,0
0x81987681443c156f881b70875724cc78b08ada26,eth,Mirai,2,0,0
0x820802fa8a99901f52e39acd21177b0be6ee2974,eth,EUROe Stablecoin,10,0,0
0x8236a87084f8b84306f72007f36f2618a5634494,eth,Lombard Staked Bitcoin,9,0,0
0x824a50df33ac1b41afc52f4194e2e8356c17c3ac,bsc,KickToken,23,0,0
0x8263cd1601fe73c066bf49cc09841f35348e3be0,bsc,Altura,3,0,0
0x82d36570842fc1ac2a3b4dbe0e7c5c0e2e665090,eth,nfinityAI,3,0,0
